Organisation,Description,Category,Tech Stack,Tags,Idea List,IRC Channel,Org Page
FreeBSD Project,FreeBSD: The Foundation of the Internet,"
Operating Systems
","['c/c+', 'llvm', 'shell script', 'assembly', 'make']","['operating systems', 'virtualization', ' embedded systems', 'cloud', 'kernel']",https://wiki.freebsd.org/SummerOfCodeIdeas,https://wiki.freebsd.org/SummerOfCode/IRC,https://summerofcode.withgoogle.com/archive/2021/organizations/5255426173566976/
FreeType,A software library to render fonts.,"
Graphics / Video / Audio / Virtual Reality
",['c'],"['truetype', 'opentype', 'fonts', 'graphics', 'rendering']",https://www.freetype.org/gsoc.html,https://www.freetype.org/gsoc.html,https://summerofcode.withgoogle.com/archive/2021/organizations/5483147923292160/
freifunk,Freifunk is a non-commercial initiative for free and open wireless networks.,"
Social / Communications
","['rust', 'c/c++', 'json', ' python', 'shell']","['open hardware', ' embedded systems', 'wireless networks', 'decentralized', 'federation']",https://projects.freifunk.net,https://matrix.to/#/!DmXQbxcSxGYgXDYrBs:bau-ha.us?via=bau-ha.us,https://summerofcode.withgoogle.com/archive/2021/organizations/5663378709676032/
FRRouting,"Routing suite for *nix platforms including BGP, IS-IS, LDP, OSPF, PIM, and RIP","
Other
","['c', 'linux', 'linux kernel', 'networking', 'routing']","[' networking', 'routing', 'software defined networking', 'systems programming', 'linux']",https://frrouting.github.io/frr-gsoc/year-2021/,https://frrouting.github.io/frr-gsoc/,https://summerofcode.withgoogle.com/archive/2021/organizations/5868804143316992/
Genome Assembly and Annotation,We focus on annotating features of genomic sequences and delpoying to users,"
Science and Medicine
","['python', 'rust', 'pytorch', ' javascript', ' mysql']","['deep learning', 'cloud', 'genomics', 'data science', 'workflows']",http://www.ensembl.info/about/student-projects/,mailto:helpdesk@ensembl.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5794597745197056/
Gentoo Foundation,"A flexible, source-based Linux distribution.","
Operating Systems
","['shell', 'bash', 'c/c++', 'python', 'linux']","['operating systems', 'package', 'embedded', 'security', 'automation']",https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2021/Ideas,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2021/Application_Guidelines,https://summerofcode.withgoogle.com/archive/2021/organizations/4842426950221824/
GeomScale,Open-source development of scalable algorithms for geometric statistics,"
Science and Medicine
","['c++', ' python', 'r', 'jupyter', 'github-actions']","['computation geometry', 'statistics', 'computational biology', 'mathematics', 'data science']",https://github.com/GeomScale/gsoc2021/wiki/table-of-proposed-coding-projects,https://gitter.im/GeomScale/community,https://summerofcode.withgoogle.com/archive/2021/organizations/5291444977270784/
GFOSS - Open Technology Alliance,Promote Openness through use and development of Open Standards and Open Source,"
Other
","['python', ' javascript', ' mysql', 'python deep learning frameworks', 'perl']","['python', 'java', 'javascript', 'open hardware', 'perl']",https://ellak.gr/wiki/index.php?title=Google_Summer_of_Code_2021_proposed_ideas,https://ellak.gr/wiki/index.php?title=How_to_Join_GSOC_Matrix_Server,https://summerofcode.withgoogle.com/archive/2021/organizations/5185060013080576/
Git,"fast, scalable, distributed revision control system","
Programming Languages and Development Tools
","['c language', 'shell script', 'git']","['version control', 'dvcs']",https://git.github.io/SoC-2021-Ideas/,https://git-scm.com/community,https://summerofcode.withgoogle.com/archive/2021/organizations/6398200235163648/
GitLab,A complete DevOps platform delivered as a single application.,"
Programming Languages and Development Tools
","['ruby', 'git', 'ci', 'devops', ' golang']",['devops'],https://gitlab.com/gitlab-com/marketing/community-relations/contributor-program/gitlab-gsoc-2021/-/issues,https://about.gitlab.com/community/contribute/#getting-help,https://summerofcode.withgoogle.com/archive/2021/organizations/5396515480141824/
Global Alliance for Genomics and Health,We develop open standards and tools for genomics to benefit human health,"
Science and Medicine
","['java', ' python', ' spring', 'sql', 'hl7 fhir']","['genomics', 'healthcare', 'data security', 'cloud', 'data discovery']",https://docs.google.com/document/d/1Ep7aoOuQD2B5pWCG_bVANb8JVHZ2SoNDa9BJARhv_e0,mailto:gsoc@ga4gh.org,https://summerofcode.withgoogle.com/archive/2021/organizations/4716668999172096/
GNOME Foundation,The elegant and ethical desktop experience.,"
Operating Systems
","['gtk', 'python', 'c', 'javascript', 'rust']","['desktop', ' design', ' operating system', ' end user application', ' application']",https://wiki.gnome.org/Outreach/SummerOfCode/2021/Ideas,https://wiki.gnome.org/Community/GettingInTouch/IRC,https://summerofcode.withgoogle.com/archive/2021/organizations/6476318677401600/
GNSS-SDR,An open source Global Navigation Satellite Systems Software-Defined Receiver,"
Science and Medicine
","['c++11', 'c++14', 'c++17', 'c++20', 'gnss']","['gnss', 'geospatial', 'navigation', 'signal processing', 'software defined radio']",https://gnss-sdr.org/google-summer-code-2021-ideas-list/,http://lists.sourceforge.net/lists/listinfo/gnss-sdr-developers,https://summerofcode.withgoogle.com/archive/2021/organizations/6204387118022656/
GNU Compiler Collection (GCC),GCC,"
Programming Languages and Development Tools
","['c/c++', 'gnu autotools', 'gnu make']","['compilers', 'developer tools', 'toolchain', 'openmp', 'rust']",https://gcc.gnu.org/wiki/SummerOfCode,https://gcc.gnu.org/wiki/GCConIRC,https://summerofcode.withgoogle.com/archive/2021/organizations/5653860256841728/
GNU Mailman Project,GNU Mailman is a mailing list manager popular in open source projects.,"
Social / Communications
","['python', 'django', 'restful api', 'sqlalchemy']","['mail', 'web']",https://wiki.list.org/DEV/Google%20Summer%20of%20Code%202021,https://wiki.list.org/DEV/Google%20Summer%20of%20Code%202021#Contacting_uss,https://summerofcode.withgoogle.com/archive/2021/organizations/5211080233582592/
GNU Octave,Free Your Numbers,"
Programming Languages and Development Tools
","['c++', 'hg']","['mathematics', 'numerical computation', 'numerical methods', 'matlab', 'scientific computing']",https://wiki.octave.org/Summer_of_Code_-_Getting_Started#Suggested_projects,https://octave.discourse.group/,https://summerofcode.withgoogle.com/archive/2021/organizations/5764694136061952/
GNU Radio,A free and open source toolkit for software radio.,"
Science and Medicine
","['c++', 'python', 'qt']","['software defined radio', 'signal processing', 'communication']",https://wiki.gnuradio.org/index.php/GSoCIdeas,https://www.gnuradio.org/blog/2020-04-27-moving-to-the-matrix/,https://summerofcode.withgoogle.com/archive/2021/organizations/5786120553496576/
Godot Engine,Godot is a multi-platform 2D and 3D game engine with a feature-rich editor,"
Graphics / Video / Audio / Virtual Reality
","['c/c+', 'opengl', 'vulkan', 'gdscript']","['game engines', 'cross-platform', 'graphics', 'virtual reality']",https://github.com/godotengine/godot-roadmap/blob/master/GSoC/GSoC-2021.md,https://chat.godotengine.org,https://summerofcode.withgoogle.com/archive/2021/organizations/5744305389436928/
Google FHIR SDK,"This work is a partnership between Google, WHO, Ona and other health partners","
Science and Medicine
","['fhir', ' android', ' kotlin', 'sqlite', 'materialui']","['global health', 'ai', 'precision health', 'gis', 'enteprise analytics']",https://github.com/google/android-fhir/wiki/GSoC-Project-Ideas,https://github.com/google/android-fhir,https://summerofcode.withgoogle.com/archive/2021/organizations/5675929577193472/
gprMax,Software for electromagnetic wave propagation simulation,"
Science and Medicine
","['python', 'cuda', 'openmp', 'cython', 'mpi']","['engineering', 'geophysics', 'science', 'electromagnetics', 'optimisation']",https://github.com/gprMax/gprMax/blob/master/gsoc/project-ideas-2021.md,http://www.gprmax.com/contact.shtml,https://summerofcode.withgoogle.com/archive/2021/organizations/4979973948964864/
GRR Rapid Response,GRR Rapid Response is an incident response framework for remote live forensics.,"
Security
","['python 3', 'angular', 'typescript', 'materialui', 'backend']","['computer security', 'digital forensics']",https://github.com/google/grr/blob/master/gsoc_2021.md,https://grr-doc.readthedocs.io/en/latest/,https://summerofcode.withgoogle.com/archive/2021/organizations/5763186065670144/
gVisor,An application kernel for containers that provides efficient defense-in-depth,"
Operating Systems
","['golang', 'linux', 'posix', 'c/c++']","['containers', 'sandbox', 'virtualization', 'kernel']",http://gvisor.dev/community/gsoc_2021,https://gitter.im/gvisor/community,https://summerofcode.withgoogle.com/archive/2021/organizations/5119642997096448/
Haiku,A desktop operating system written in C++,"
Operating Systems
","['c++', ' bsd unix', ' posix ', 'virtualization']","['desktop', 'network', 'media', 'graphics', 'web']",https://www.haiku-os.org/community/gsoc/2021/ideas,https://www.haiku-os.org/community/irc,https://summerofcode.withgoogle.com/archive/2021/organizations/5748009966501888/
Halide,"A language for fast, portable computation on images and tensors","
Programming Languages and Development Tools
","['llvm', ' c++']","['compilers', 'graphics', 'high-performance computing', 'computer vision']",https://github.com/halide/Halide/wiki/Google-Summer-of-Code-2021,https://gitter.im/halide/Halide,https://summerofcode.withgoogle.com/archive/2021/organizations/5630773431894016/
Haskell.org,"Standardized, statically typed, lazy functional programming language","
Programming Languages and Development Tools
","['haskell', 'ghc', 'compiler']","['#functional-programming', '#education', '#compilers', '#programming-languages', '#programming-tools']",https://summer.haskell.org/ideas.html,https://summer.haskell.org/contact.html,https://summerofcode.withgoogle.com/archive/2021/organizations/6216810210263040/
Hydra Ecosystem,Automate REST APIs. Build next generation API clients.,"
Web
","['postgresql', 'docker', ' javascript', 'redis', 'python']","['semantic web', 'web services', 'linked data', 'knowledge graphs', 'rest apis']",https://www.hydraecosystem.org/gsoc-21,https://join.slack.com/t/hydraecosystem/shared_invite/zt-ly4j3hg3-gVhJxgc6ykpGrel_N4Xvvg,https://summerofcode.withgoogle.com/archive/2021/organizations/5753537857847296/
INCF,enabling open and FAIR neuroscience,"
Science and Medicine
","['python', 'c/c++', 'tensorflow', 'java', ' javascript']","['neuroscience', 'neuroimaging', 'brain modelling', 'data visualization', ' big data']",https://docs.google.com/document/d/14wnNV-cIqTIF3eE9QJXtkwyW7lQomUiCLVVPFafX6Js,https://neurostars.org/,https://summerofcode.withgoogle.com/archive/2021/organizations/6330511550578688/
